,Order ID,FullDate,Total,Promo,Amount,Price,Name,Option,Packaging,Chilled,Frozen
0,6637423,19/11/2018 19:00,$98.24,$0,1,$6.95,Cabbage Long,Wombok,1.5kg,FALSE,FALSE
1,6637423,19/11/2018 19:00,$98.24,$0,1,$2.80,Red Cabbage,,1kg,FALSE,FALSE
2,6637423,19/11/2018 19:00,$98.24,$0,1,$4.99,123 ORGANIC Sweet Corn,,2 Count,FALSE,FALSE
3,6637423,19/11/2018 19:00,$98.24,$0,1,$2.80,Marigold 0% Fat Yoghurt Drink,Fruits and Vegetables with Wheatgrass,700g,TRUE,FALSE
4,6637423,19/11/2018 19:00,$98.24,$0,1,$2.75,Cowhead Organic Rolled Oats Baby,,500g,FALSE,FALSE
5,6637423,19/11/2018 19:00,$98.24,$0,1,$3.95,Arugula Wild Rocket,,100g,FALSE,FALSE
6,6637423,19/11/2018 19:00,$98.24,$0,1,$3.95,Chew's Organic Selenium Fresh Brown Eggs,,550g,FALSE,FALSE
7,6637423,19/11/2018 19:00,$98.24,$0,1,$2.65,Green Apple,,4 Count,FALSE,FALSE
8,6637423,19/11/2018 19:00,$98.24,$0,1,$6.07,Large Green Grape,Seedless,500g,FALSE,FALSE
9,6637423,19/11/2018 19:00,$98.24,$0,1,$2.60,Gala Apple,,4 Count,FALSE,FALSE
10,6637423,19/11/2018 19:00,$98.24,$0,1,$17.90,Pampers Premium Care Pants (Packaging may vary),Large,"34 ct,Suitable for 9-14 kg",FALSE,FALSE
11,6637423,19/11/2018 19:00,$98.24,$0,1,$18.70,Bertolli,"Olive Oil, Extra Virgin",1L,FALSE,FALSE
12,6637423,19/11/2018 19:00,$98.24,$0,1,$3.75,Kee Song Chicken Fillet,,300g (Halal),TRUE,FALSE
13,6637423,19/11/2018 19:00,$98.24,$0,1,$2.90,Vesta Rubber Gloves 30 Cm (Large),,,FALSE,FALSE
14,6637423,19/11/2018 19:00,$98.24,$0,1,$6.63,Harpic Active Cleaning Gel Value Pack,Lavender,500 ml (Pack of 3),FALSE,FALSE
15,6637423,19/11/2018 19:00,$98.24,$0,1,$2.95,Greenfields Fresh Full Cream Milk,,1L,TRUE,FALSE
16,6637423,19/11/2018 19:00,$98.24,$0,1,$5.90,Global Seasons Forelle Pears,,800g,FALSE,FALSE
17,7079840,23/10/2018 16:44,$46.67,-$10,1,$5.75,Kewpie Mayonnaise,,500g,FALSE,FALSE
18,7079840,23/10/2018 16:44,$46.67,-$10,1,$3.35,Capsicum 3 colour in 1,,(Pack of 3),FALSE,FALSE
19,7079840,23/10/2018 16:44,$46.67,-$10,1,$6.95,Long Cabbage,Wombok,1.5kg,FALSE,FALSE
20,7079840,23/10/2018 16:44,$46.67,-$10,1,$1.70,Shiitake Mushroom,,200g,FALSE,FALSE
21,7079840,23/10/2018 16:44,$46.67,-$10,1,$7.45,Serve Norwegian Salmon Portions by Hai Sia Seafood 240g,,,FALSE,FALSE
22,7079840,23/10/2018 16:44,$46.67,-$10,1,$1.99,123 ORGANIC Organic French Bean,,170g,FALSE,FALSE
23,7079840,23/10/2018 16:44,$46.67,-$10,1,$4.99,123 ORGANIC Sweet Corn,,2-count,FALSE,FALSE
24,7079840,23/10/2018 16:44,$46.67,-$10,1,$0.85,Red Spinach,,220g,FALSE,FALSE
25,7079840,23/10/2018 16:44,$46.67,-$10,1,$3.95,Arugula Wild Rocket,,100g,FALSE,FALSE
26,7079840,23/10/2018 16:44,$46.67,-$10,1,$6.93,Avocado,,3 Count,FALSE,FALSE
27,7079840,23/10/2018 16:44,$46.67,-$10,1,$1.10,Chinese Parsley Coriander Herb,,50g,FALSE,FALSE
28,7079840,23/10/2018 16:44,$46.67,-$10,1,$3.61,Baby Spinach,,100g,FALSE,FALSE
29,7079840,23/10/2018 16:44,$46.67,-$10,1,$3.50,"Blueberry,125g",,,FALSE,FALSE
30,7079840,23/10/2018 16:44,$46.67,-$10,1,$2.65,Ayam Brand Tuna Flakes in Water,Light,150g,FALSE,FALSE
31,7079840,23/10/2018 16:44,$46.67,-$10,1,$1.90,Cirio Canellini Beans,,410g,FALSE,FALSE
32,7871823,20/10/2018 21:33,$136.56,$0,1,$3.30,Ayam Brand Organic Coconut Milk,,400ML,FALSE,FALSE
33,7871823,20/10/2018 21:33,$136.56,$0,1,$0.90,Ayam Brand Trim Coconut Milk,,200ml,FALSE,FALSE
34,7871823,20/10/2018 21:33,$136.56,$0,1,$6.15,Ecomil Organic Almond Nature Calcium Drink,,1L,FALSE,FALSE
35,7871823,20/10/2018 21:33,$136.56,$0,1,$5.10,Ecomil Coconut Milk Nature Calcium Drink (Sugar Free),,1L,FALSE,FALSE
36,7871823,20/10/2018 21:33,$136.56,$0,1,$8.72,Treaclemoon One Ginger Morning Bath and Shower Gel,,500ml,FALSE,FALSE
37,7871823,20/10/2018 21:33,$136.56,$0,1,$4.70,Borges Pitted Black Olives,,285g,FALSE,FALSE
38,7871823,20/10/2018 21:33,$136.56,$0,1,$2.65,Green Apple,,4 Count,FALSE,FALSE
39,7871823,20/10/2018 21:33,$136.56,$0,1,$5.65,Nestle CHEERIOS Multi-Grain Cereal,,300g,FALSE,FALSE
40,7871823,20/10/2018 21:33,$136.56,$0,2,$17.95,Pampers Premium Care Pants (Packaging may vary),Large,"34 ct,Suitable for 9-14 kg",FALSE,FALSE
41,7871823,20/10/2018 21:33,$136.56,$0,1,$6.07,Quaker Oatmeal Squares,,411g,FALSE,FALSE
42,7871823,20/10/2018 21:33,$136.56,$0,1,$4.95,Emborg Cheddar Shredded Cheese,,200 Grams,FALSE,FALSE
43,7871823,20/10/2018 21:33,$136.56,$0,1,$3.95,Chew's Organic Selenium Fresh Brown Eggs,,,FALSE,FALSE
44,7871823,20/10/2018 21:33,$136.56,$0,2,$2.53,Dairy Farmers Yoghurt,Strawberry,150 g,FALSE,FALSE
45,7871823,20/10/2018 21:33,$136.56,$0,2,$2.53,Dairy Farmers Thick and Creamy,Pear & Cinnamon Yoghurt,150g,FALSE,FALSE
46,7871823,20/10/2018 21:33,$136.56,$0,2,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
47,7871823,20/10/2018 21:33,$136.56,$0,1,$2.60,Gala Apple,,4 Count,FALSE,FALSE
48,7871823,20/10/2018 21:33,$136.56,$0,1,$3.15,Red Cherry Tomato,,350g,FALSE,FALSE
49,7871823,20/10/2018 21:33,$136.56,$0,1,$2.50,Red Radish,,125g,FALSE,FALSE
50,7871823,20/10/2018 21:33,$136.56,$0,1,$2.80,Large Lime,,250g,FALSE,FALSE
51,7871823,20/10/2018 21:33,$136.56,$0,1,$6.07,Large Green Grape,Seedless,500g,FALSE,FALSE
52,7871823,20/10/2018 21:33,$136.56,$0,1,$3.50,Cauliflower,,450g,FALSE,FALSE
53,7871823,20/10/2018 21:33,$136.56,$0,1,$6.93,Avocado,,3 Count,FALSE,FALSE
54,7871823,20/10/2018 21:33,$136.56,$0,1,$1.73,Lemon,,3 Count,FALSE,FALSE
55,7871823,20/10/2018 21:33,$136.56,$0,1,$2.60,Broccoli,,300g,FALSE,FALSE
56,1780621,16/10/2018 20:53,$71.63,$0,1,$4.60,Beautex 2 PLY Soft Pack Facial Tissue,,200ct (Pack of 4),FALSE,FALSE
57,1780621,16/10/2018 20:53,$71.63,$0,2,$2.53,Dairy Farmers Yellow Box Yoghurt,Honey,150 g,FALSE,FALSE
58,1780621,16/10/2018 20:53,$71.63,$0,1,$4.95,Nice & Natural Superfruits Blueberry and Cranberry,,30g,FALSE,FALSE
59,1780621,16/10/2018 20:53,$71.63,$0,1,$6.93,Seedless Black Grapes,,500gm,FALSE,FALSE
60,1780621,16/10/2018 20:53,$71.63,$0,1,$3.60,L'Artisan 4 Butter Croissant Fresh,,170g,FALSE,FALSE
61,1780621,16/10/2018 20:53,$71.63,$0,1,$3.10,Kee Song Minced Chicken,,300 g (Halal),FALSE,FALSE
62,1780621,16/10/2018 20:53,$71.63,$0,1,$3.30,Pigeon Baby Wipes (Water Base),,30ct (Pack of 2),FALSE,FALSE
63,1780621,16/10/2018 20:53,$71.63,$0,1,$1.45,Japanese Cucumber,,250g,FALSE,FALSE
64,1780621,16/10/2018 20:53,$71.63,$0,1,$4.00,Premium Pear,Green,4 Count,FALSE,FALSE
65,1780621,16/10/2018 20:53,$71.63,$0,2,$3.50,"Blueberry,125g",,,FALSE,FALSE
66,1780621,16/10/2018 20:53,$71.63,$0,2,$2.53,Dairy Farmers Thick and Creamy,Pear & Cinnamon Yoghurt,150g,FALSE,FALSE
67,1780621,16/10/2018 20:53,$71.63,$0,1,$7.35,Yoplait Yoplus Light Natural Yoghurt,,1 kg,FALSE,FALSE
68,1780621,16/10/2018 20:53,$71.63,$0,1,$2.80,MARIGOLD 0% Fat Yoghurt Drink,Mixed Berries,700g,FALSE,FALSE
69,1780621,16/10/2018 20:53,$71.63,$0,1,$1.73,Lemon,,3 Count,FALSE,FALSE
70,1780621,16/10/2018 20:53,$71.63,$0,1,$3.95,Chew's Organic Selenium Fresh Brown Eggs,,,FALSE,FALSE
71,1780621,16/10/2018 20:53,$71.63,$0,1,$6.75,Avocado,,Australia (Pack of 3),FALSE,FALSE
72,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.35,Ayam Brand Sardines in Tomato Sauce,,120g,FALSE,FALSE
73,3460603,12/10/2018 21:30,$178.08,-$5,1,$6.15,South Cape Greek Style Fetta Cheese,,200g,FALSE,FALSE
74,3460603,12/10/2018 21:30,$178.08,-$5,1,$9.95,Method Dish Soap Pack,"Ginger Yuzu, 532ml and Lime and Sea Salt",237ml,FALSE,FALSE
75,3460603,12/10/2018 21:30,$178.08,-$5,2,$2.53,Dairy Farmers Thick and Creamy,Pear & Cinnamon Yoghurt,150g,FALSE,FALSE
76,3460603,12/10/2018 21:30,$178.08,-$5,1,$1.80,Daucy Extra Crisp Sweet Corn,,300g,FALSE,FALSE
77,3460603,12/10/2018 21:30,$178.08,-$5,2,$2.53,Dairy Farmers Yoghurt,Lemon Cream,150 g,FALSE,FALSE
78,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.80,Marigold 0% Fat Yoghurt Drink,Fruits and Vegetables with Wheatgrass,700g,FALSE,FALSE
79,3460603,12/10/2018 21:30,$178.08,-$5,1,$6.07,Quaker Oatmeal Squares,,411g,FALSE,FALSE
80,3460603,12/10/2018 21:30,$178.08,-$5,1,$5.65,Nestle CHEERIOS Multi-Grain Cereal,,300g,FALSE,FALSE
81,3460603,12/10/2018 21:30,$178.08,-$5,2,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
82,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.65,Ayam Brand Tuna Flakes in Water,Light,150g,FALSE,FALSE
83,3460603,12/10/2018 21:30,$178.08,-$5,1,$1.80,Daucy Chick Peas,,400g,FALSE,FALSE
84,3460603,12/10/2018 21:30,$178.08,-$5,1,$1.90,Cirio Chick Peas (Ceci),,410g,FALSE,FALSE
85,3460603,12/10/2018 21:30,$178.08,-$5,1,$1.90,Cirio Borlotti Beans,,410g,FALSE,FALSE
86,3460603,12/10/2018 21:30,$178.08,-$5,1,$5.05,Origins Just Organic Brown Rice,,1kg,FALSE,FALSE
87,3460603,12/10/2018 21:30,$178.08,-$5,1,$5.50,UFC Velvet UFC Velvet Almond Milk Original,,1L,FALSE,FALSE
88,3460603,12/10/2018 21:30,$178.08,-$5,1,$3.95,Chew's Organic Selenium Fresh Brown Eggs,,,FALSE,FALSE
89,3460603,12/10/2018 21:30,$178.08,-$5,1,$6.80,123 ORGANIC Red Onion,,400g,FALSE,FALSE
90,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.25,Blue Ginger,,400g,FALSE,FALSE
91,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.30,Sweet Pea,,200g,FALSE,FALSE
92,3460603,12/10/2018 21:30,$178.08,-$5,1,$5.78,Pumpkin Butternut,,1-1.5kg,FALSE,FALSE
93,3460603,12/10/2018 21:30,$178.08,-$5,1,$0.90,Peppermint Herb,,50g,FALSE,FALSE
94,3460603,12/10/2018 21:30,$178.08,-$5,1,$6.93,Avocado,,3 Count,FALSE,FALSE
95,3460603,12/10/2018 21:30,$178.08,-$5,1,$6.75,Avocado,,Australia (Pack of 3),FALSE,FALSE
96,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.15,Romaine Lettuce,,350g,FALSE,FALSE
97,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.80,Large Lime,,250g,FALSE,FALSE
98,3460603,12/10/2018 21:30,$178.08,-$5,1,$1.10,Chinese Parsley Coriander Herb,,50g,FALSE,FALSE
99,3460603,12/10/2018 21:30,$178.08,-$5,1,$1.45,Japanese Cucumber,,250g,FALSE,FALSE
100,3460603,12/10/2018 21:30,$178.08,-$5,1,$1.73,Lemon,,3 Count,FALSE,FALSE
101,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.60,Broccoli,,300g,FALSE,FALSE
102,3460603,12/10/2018 21:30,$178.08,-$5,1,$4.10,Chee Seng 100% Pure White Sesame Oil,,320ml,FALSE,FALSE
103,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.80,Red Cabbage,,1kg,FALSE,FALSE
104,3460603,12/10/2018 21:30,$178.08,-$5,1,$4.05,Bake King Almond Sliced,,100g,FALSE,FALSE
105,3460603,12/10/2018 21:30,$178.08,-$5,1,$4.70,Kikkoman Gluten Free Soy Sauce,,250ml,FALSE,FALSE
106,3460603,12/10/2018 21:30,$178.08,-$5,1,$12.23,Great Northern Organic Maple Syrup,,236ml,FALSE,FALSE
107,3460603,12/10/2018 21:30,$178.08,-$5,1,$10.95,Australian Grass Fed Beef Stir Fry,,500g (Halal),FALSE,FALSE
108,3460603,12/10/2018 21:30,$178.08,-$5,1,$7.60,Organic Lacto Chicken Boneless Breast,,300g,FALSE,FALSE
109,3460603,12/10/2018 21:30,$178.08,-$5,1,$10.50,Camel Natural Almond Baked Nuts,,400g,FALSE,FALSE
110,3460603,12/10/2018 21:30,$178.08,-$5,1,$5.50,Farmers Union Natural Greek Style Yoghurt,,500 g,FALSE,FALSE
111,3460603,12/10/2018 21:30,$178.08,-$5,1,$2.95,Tabasco Red Pepper Sauce,,60ml,FALSE,FALSE
112,5845415,30/11/2018 11:45,$145.56,$0,1,$6.40,Bel NET1926CHR BBQ Net Chrome,,"19"" x 26""",FALSE,FALSE
113,5845415,30/11/2018 11:45,$145.56,$0,2,$3.26,Pura Fresh Milk,,1L,TRUE,FALSE
114,5845415,30/11/2018 11:45,$145.56,$0,2,$2.99,123 ORGANIC Mini Cucumber,,250g,FALSE,FALSE
115,5845415,30/11/2018 11:45,$145.56,$0,1,$7.50,R.W. Knudsen Organic Apple Juice,,946ml,FALSE,FALSE
116,5845415,30/11/2018 11:45,$145.56,$0,1,$8.90,Seawaves Cooked Prawns,,350g,FALSE,TRUE
117,5845415,30/11/2018 11:45,$145.56,$0,1,$6.93,Avocado,,3 Count,FALSE,FALSE
118,5845415,30/11/2018 11:45,$145.56,$0,3,$3.50,"Blueberry,125g",,,FALSE,FALSE
119,5845415,30/11/2018 11:45,$145.56,$0,1,$2.75,Baby Spinach,,100g,FALSE,FALSE
120,5845415,30/11/2018 11:45,$145.56,$0,1,$3.35,Capsicum 3 colour in 1 (Pack of 3),,,FALSE,FALSE
121,5845415,30/11/2018 11:45,$145.56,$0,1,$1.90,Yellow Cherry Tomato,,320g,FALSE,FALSE
122,5845415,30/11/2018 11:45,$145.56,$0,1,$3.10,Kee Song Minced Chicken,,300g (Halal),TRUE,FALSE
123,5845415,30/11/2018 11:45,$145.56,$0,1,$10.95,Tiger White Wheat Beer,,330ml (Pack of 4),FALSE,FALSE
124,5845415,30/11/2018 11:45,$145.56,$0,1,$2.80,Large Lime,,250g,FALSE,FALSE
125,5845415,30/11/2018 11:45,$145.56,$0,1,$2.75,Cowhead Organic Rolled Oats Baby,,500g,FALSE,FALSE
126,5845415,30/11/2018 11:45,$145.56,$0,1,$2.30,Sweet Pea,,200g,FALSE,FALSE
127,5845415,30/11/2018 11:45,$145.56,$0,1,$3.95,Arugula Wild Rocket,,100g,FALSE,FALSE
128,5845415,30/11/2018 11:45,$145.56,$0,1,$3.45,Red Apple,,4 Count,FALSE,FALSE
129,5845415,30/11/2018 11:45,$145.56,$0,1,$3.09,Kee Song Chicken Boneless Skinless Breast,,300g (Halal),TRUE,FALSE
130,5845415,30/11/2018 11:45,$145.56,$0,1,$3.30,Horse 950H Paper Plate,"9""",White,FALSE,FALSE
131,5845415,30/11/2018 11:45,$145.56,$0,1,$2.15,Marigold 100% Juice,Apple,1L,FALSE,FALSE
132,5845415,30/11/2018 11:45,$145.56,$0,1,$2.00,CERES Mango 100% Juice,,1L,FALSE,FALSE
133,5845415,30/11/2018 11:45,$145.56,$0,1,$15.90,Somersby Sparkling Rose Cider Bottle,,330ml (Pack of 4),FALSE,FALSE
134,5845415,30/11/2018 11:45,$145.56,$0,1,$6.93,Seedless Black Grapes,,500g,FALSE,FALSE
135,5845415,30/11/2018 11:45,$145.56,$0,1,$5.63,Large Green Grape,Seedless,500g,FALSE,FALSE
136,5845415,30/11/2018 11:45,$145.56,$0,1,$3.95,Chew's Organic Selenium Fresh Brown Eggs,,550g,FALSE,FALSE
137,5845415,30/11/2018 11:45,$145.56,$0,2,$4.99,123 ORGANIC Sweet Corn,,2 Count,FALSE,FALSE
138,5845415,30/11/2018 11:45,$145.56,$0,2,$1.30,Sweet Corn,,2 Count,FALSE,FALSE
139,3681457,7/10/2018 17:42,$61.45,$0,1,$3.50,"Blueberry,125g",,,FALSE,FALSE
140,3681457,7/10/2018 17:42,$61.45,$0,1,$18.45,Pampers Premium Care Pants (Packaging may vary),Large,"34 ct,Suitable for 9-14 kg",FALSE,FALSE
141,3681457,7/10/2018 17:42,$61.45,$0,1,$0.85,English Parsley,,50g,FALSE,FALSE
142,3681457,7/10/2018 17:42,$61.45,$0,1,$1.50,Brown Shimeiji Mushroom ,,150g,FALSE,FALSE
143,3681457,7/10/2018 17:42,$61.45,$0,1,$2.65,Green Apple,,4 Count,FALSE,FALSE
144,3681457,7/10/2018 17:42,$61.45,$0,1,$12.00,Cocolife Coconut Water,330 ml,Pack of 12,FALSE,FALSE
145,3681457,7/10/2018 17:42,$61.45,$0,1,$2.85,Seng Choon Farm Fresh Eggs,,10 X 60 g,FALSE,FALSE
146,3681457,7/10/2018 17:42,$61.45,$0,2,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
147,3681457,7/10/2018 17:42,$61.45,$0,1,$6.34,Foodsterr White Quinoa,,500g,FALSE,FALSE
148,3681457,7/10/2018 17:42,$61.45,$0,1,$1.45,Japanese Cucumber,,250g,FALSE,FALSE
149,3681457,7/10/2018 17:42,$61.45,$0,1,$3.61,Baby Spinach,,100g,FALSE,FALSE
150,3681457,7/10/2018 17:42,$61.45,$0,1,$1.73,Lemon,,3 Count,FALSE,FALSE
151,3914247,30/9/2018 17:42,$109.87,$0,1,$6.93,Avocado,,3 Count,FALSE,FALSE
152,3914247,30/9/2018 17:42,$109.87,$0,1,$2.65,Green Apple,,4 Count,FALSE,FALSE
153,3914247,30/9/2018 17:42,$109.87,$0,1,$2.60,Broccoli,,300g,FALSE,FALSE
154,3914247,30/9/2018 17:42,$109.87,$0,1,$3.25,Chew's Omega 3 Fresh White Eggs,,,FALSE,FALSE
155,3914247,30/9/2018 17:42,$109.87,$0,1,$12.90,Organic Lacto Whole Chicken,,1.2kg,FALSE,FALSE
156,3914247,30/9/2018 17:42,$109.87,$0,1,$5.78,Pumpkin Butternut,,1-1.5kg,FALSE,FALSE
157,3914247,30/9/2018 17:42,$109.87,$0,1,$5.60,Diamond Cooking & Baking Paper,,8m X 30cm,FALSE,FALSE
158,3914247,30/9/2018 17:42,$109.87,$0,2,$18.45,Pampers Premium Care Pants (Packaging may vary),Large,"34 ct,Suitable for 9-14 kg",FALSE,FALSE
159,3914247,30/9/2018 17:42,$109.87,$0,1,$4.25,Beautex 2 PLY Soft Pack Facial Tissue,,200ct (Pack of 4),FALSE,FALSE
160,3914247,30/9/2018 17:42,$109.87,$0,1,$4.95,Swissbake Fresh Sesame Burger Buns,,75g (Pack of 4),FALSE,FALSE
161,3914247,30/9/2018 17:42,$109.87,$0,1,$5.65,Nestle CHEERIOS Multi-Grain Cereal,,300g,FALSE,FALSE
162,3914247,30/9/2018 17:42,$109.87,$0,1,$6.14,Quaker Oatmeal Squares,,411g,FALSE,FALSE
163,3914247,30/9/2018 17:42,$109.87,$0,2,$2.53,Dairy Farmers Thick and Creamy,Pear & Cinnamon Yoghurt,150g,FALSE,FALSE
164,3914247,30/9/2018 17:42,$109.87,$0,1,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
165,3914247,30/9/2018 17:42,$109.87,$0,1,$3.95,Arugula Wild Rocket,,100g,FALSE,FALSE
166,6075062,22/9/2018 20:47,$74.18,$0,1,$15.81,Basso Extra Virgin Olive Oil,,1L,FALSE,FALSE
167,6075062,22/9/2018 20:47,$74.18,$0,1,$5.50,Farmers Union Greek Yoghurt 0.5% Fat,,500g,FALSE,FALSE
168,6075062,22/9/2018 20:47,$74.18,$0,1,$3.95,Chew's Organic Selenium Fresh Brown Eggs,,,FALSE,FALSE
169,6075062,22/9/2018 20:47,$74.18,$0,1,$2.30,Sweet Pea,,200g,FALSE,FALSE
170,6075062,22/9/2018 20:47,$74.18,$0,1,$1.80,Leek Shironegi,,300g,FALSE,FALSE
171,6075062,22/9/2018 20:47,$74.18,$0,1,$1.52,Iceberg Lettuce,,400g,FALSE,FALSE
172,6075062,22/9/2018 20:47,$74.18,$0,1,$1.60,Baby Chye Sim,,200g,FALSE,FALSE
173,6075062,22/9/2018 20:47,$74.18,$0,1,$1.60,Spinach Puay Leng,,250g,FALSE,FALSE
174,6075062,22/9/2018 20:47,$74.18,$0,1,$0.85,Red Spinach,,220g,FALSE,FALSE
175,6075062,22/9/2018 20:47,$74.18,$0,1,$1.90,123 ORGANIC Organic New Zealand Spinach,,250g,FALSE,FALSE
176,6075062,22/9/2018 20:47,$74.18,$0,1,$1.73,Lemon,,3 Count,FALSE,FALSE
177,6075062,22/9/2018 20:47,$74.18,$0,1,$3.35,Premium Pear,Green,4 Count,FALSE,FALSE
178,6075062,22/9/2018 20:47,$74.18,$0,1,$3.30,Pigeon Baby Wipes (Water Base),,30ct (Pack of 2),FALSE,FALSE
179,6075062,22/9/2018 20:47,$74.18,$0,1,$17.90,Pampers Premium Care Pants (Packaging may vary),Large,"34 ct,Suitable for 9-14 kg",FALSE,FALSE
180,6075062,22/9/2018 20:47,$74.18,$0,1,$0.77,Yellow Ginger,,80g,FALSE,FALSE
181,6075062,22/9/2018 20:47,$74.18,$0,1,$2.80,Gardenia Hi Calcium Milk Bread Plus,,400G,FALSE,FALSE
182,6075062,22/9/2018 20:47,$74.18,$0,1,$1.90,Cirio Canellini Beans,,410g,FALSE,FALSE
183,6075062,22/9/2018 20:47,$74.18,$0,1,$1.85,Cirio Whole Peeled Tomato,,400g,FALSE,FALSE
184,6075062,22/9/2018 20:47,$74.18,$0,1,$1.85,Cirio Chopped Tomato. 400g,,,FALSE,FALSE
185,6075062,22/9/2018 20:47,$74.18,$0,1,$1.90,Cirio Chick Peas (Ceci),,410g,FALSE,FALSE
186,1350251,19/9/2018 20:47,$72.61,$0,1,$1.90,Cirio Chick Peas (Ceci),,410g,FALSE,FALSE
187,1350251,19/9/2018 20:47,$72.61,$0,1,$7.60,123 ORGANIC Zucchini,,400g,FALSE,FALSE
188,1350251,19/9/2018 20:47,$72.61,$0,1,$3.61,Red Capsicum Bell Pepper,,2 Count,FALSE,FALSE
189,1350251,19/9/2018 20:47,$72.61,$0,1,$3.40,White Button Mushroom,,200g,FALSE,FALSE
190,1350251,19/9/2018 20:47,$72.61,$0,1,$2.65,Japanese Sweet Potato,,500g,FALSE,FALSE
191,1350251,19/9/2018 20:47,$72.61,$0,1,$2.80,Cocolife Coconut Water,,1L - Delivered Chilled,FALSE,FALSE
192,1350251,19/9/2018 20:47,$72.61,$0,1,$2.70,UFC Refresh UHT 100% Coconut Water,Tetra,1L,FALSE,FALSE
193,1350251,19/9/2018 20:47,$72.61,$0,1,$6.35,Foodsterr Pumpkin Seeds,,250g,FALSE,FALSE
194,1350251,19/9/2018 20:47,$72.61,$0,1,$5.98,Foodsterr Raw Brown Flaxseed,,500g,FALSE,FALSE
195,1350251,19/9/2018 20:47,$72.61,$0,1,$1.90,Cirio Canellini Beans,,410g,FALSE,FALSE
196,1350251,19/9/2018 20:47,$72.61,$0,1,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
197,1350251,19/9/2018 20:47,$72.61,$0,1,$1.50,Large Onion,,500g,FALSE,FALSE
198,1350251,19/9/2018 20:47,$72.61,$0,1,$11.92,Foodsterr Black Chia Seeds,,500g,FALSE,FALSE
199,1350251,19/9/2018 20:47,$72.61,$0,1,$1.19,CRAB Ground Chilli,,50g,FALSE,FALSE
200,1350251,19/9/2018 20:47,$72.61,$0,1,$12.60,Melrose Tahini Sesame Spread,Hulled,365g,FALSE,FALSE
