,Order ID,FullDate,Total,Promo,Amount,Price,Name,Option,Packaging,Chilled,Frozen
201,1350251,19/9/2018 20:47,$72.61,$0,1,$1.85,Cirio Chopped Tomato. 400g,,,FALSE,FALSE
202,1350251,19/9/2018 20:47,$72.61,$0,1,$1.40,Whole Garlic,,200g,FALSE,FALSE
203,2881468,10/11/2018 13:37,$111.78,$0,1,$6.75,Avocado,,Australia (Pack of 3),FALSE,FALSE
204,2881468,10/11/2018 13:37,$111.78,$0,3,$1.90,Yellow Cherry Tomato,,320g,FALSE,FALSE
205,2881468,10/11/2018 13:37,$111.78,$0,2,$1.45,Japanese Cucumber,,250g,FALSE,FALSE
206,2881468,10/11/2018 13:37,$111.78,$0,2,$2.99,123 ORGANIC Mini Cucumber,,250g,FALSE,FALSE
207,2881468,10/11/2018 13:37,$111.78,$0,2,$3.61,Red Capsicum Bell Pepper,,2 Count,FALSE,FALSE
208,2881468,10/11/2018 13:37,$111.78,$0,4,$3.80,White Button Mushroom,,200g,FALSE,FALSE
209,2881468,10/11/2018 13:37,$111.78,$0,1,$1.40,Ayam Brand Whole Kernel Corn,,425g,FALSE,FALSE
210,2881468,10/11/2018 13:37,$111.78,$0,2,$4.80,Bio-colour Sweet Corn (Pack of 2),,,FALSE,FALSE
211,2881468,10/11/2018 13:37,$111.78,$0,2,$4.99,123 ORGANIC Sweet Corn,,2 Count,FALSE,FALSE
212,2881468,10/11/2018 13:37,$111.78,$0,2,$1.30,Sweet Corn,,2 Count,FALSE,FALSE
213,2881468,10/11/2018 13:37,$111.78,$0,3,$2.30,Sweet Pea,,200g,FALSE,FALSE
214,2881468,10/11/2018 13:37,$111.78,$0,1,$2.31,Red Onion Shallot,,500g,FALSE,FALSE
215,2881468,10/11/2018 13:37,$111.78,$0,1,$2.30,Bel 4353 Aluminium Tray,Square,Set of 3,FALSE,FALSE
216,2881468,10/11/2018 13:37,$111.78,$0,1,$2.35,Haton Surimi Crab Stick,,250g,FALSE,TRUE
217,2881468,10/11/2018 13:37,$111.78,$0,1,$6.50,NYC Bagel Factory Herb Chive Cream Cheese,,160g,FALSE,FALSE
218,2881468,10/11/2018 13:37,$111.78,$0,1,$6.30,Philadelphia Soft Cream Cheese,,250g,FALSE,FALSE
219,2881468,10/11/2018 13:37,$111.78,$0,1,$5.35,Philadelphia Light Cream Cheese,,250g,FALSE,FALSE
220,2881468,10/11/2018 13:37,$111.78,$0,2,$1.60,Baby Carrot,,250g,FALSE,FALSE
221,2881468,10/11/2018 13:37,$111.78,$0,1,$0.87,Carrots,,500g,FALSE,FALSE
222,2881468,10/11/2018 13:37,$111.78,$0,3,$2.79,Red Cherry Tomato,,350g,FALSE,FALSE
223,3042265,17/9/2018 12:31,$59.71,$0,1,$2.60,Broccoli,,300g,FALSE,FALSE
224,3042265,17/9/2018 12:31,$59.71,$0,1,$7.95,Pomegranate,,2 Count,FALSE,FALSE
225,3042265,17/9/2018 12:31,$59.71,$0,1,$6.64,Premium Pear,Green,4 Count,FALSE,FALSE
226,3042265,17/9/2018 12:31,$59.71,$0,1,$1.73,Lemon,,3 Count,FALSE,FALSE
227,3042265,17/9/2018 12:31,$59.71,$0,1,$3.80,123 ORGANIC Tomato,,300g (Malaysia),FALSE,FALSE
228,3042265,17/9/2018 12:31,$59.71,$0,1,$3.95,Arugula Wild Rocket,,100g,FALSE,FALSE
229,3042265,17/9/2018 12:31,$59.71,$0,1,$6.60,Hershey's Natural Unsweetened Cocoa Powder Can,,226 g,FALSE,FALSE
230,3042265,17/9/2018 12:31,$59.71,$0,1,$0.80,Chinese Celery,,100g,FALSE,FALSE
231,3042265,17/9/2018 12:31,$59.71,$0,1,$0.85,Red Spinach,,220g,FALSE,FALSE
232,3042265,17/9/2018 12:31,$59.71,$0,1,$0.90,Peppermint Herb,,50g,FALSE,FALSE
233,3042265,17/9/2018 12:31,$59.71,$0,1,$6.93,Avocado,,3 Count,FALSE,FALSE
234,3042265,17/9/2018 12:31,$59.71,$0,1,$1.10,Chinese Parsley Coriander Herb,,50g,FALSE,FALSE
235,3042265,17/9/2018 12:31,$59.71,$0,1,$3.50,Cauliflower,,450g,FALSE,FALSE
236,3042265,17/9/2018 12:31,$59.71,$0,1,$3.61,Baby Spinach,,100g,FALSE,FALSE
237,3042265,17/9/2018 12:31,$59.71,$0,1,$3.30,Vesta Measure Spoon,,6 Piece,FALSE,FALSE
238,3042265,17/9/2018 12:31,$59.71,$0,1,$2.15,Romaine Lettuce,,350g,FALSE,FALSE
239,3042265,17/9/2018 12:31,$59.71,$0,1,$3.30,123 ORGANIC Cherry Tomato,,200g,FALSE,FALSE
240,5159068,12/9/2018 20:59,$48.75,$0,1,$4.95,Nice & Natural Supergrains Bar,Apricot Coconuts,30g,FALSE,FALSE
241,5159068,12/9/2018 20:59,$48.75,$0,1,$5.65,Nestle CHEERIOS Multi-Grain Cereal,,300g,FALSE,FALSE
242,5159068,12/9/2018 20:59,$48.75,$0,1,$7.35,Yoplait Yoplus Light Natural Yoghurt,,1 kg,FALSE,FALSE
243,5159068,12/9/2018 20:59,$48.75,$0,1,$17.90,Pampers Premium Care Pants (Packaging may vary),Large,"34 ct,Suitable for 9-14 kg",FALSE,FALSE
244,5159068,12/9/2018 20:59,$48.75,$0,1,$3.50,"Blueberry,125g",,,FALSE,FALSE
245,5159068,12/9/2018 20:59,$48.75,$0,1,$6.14,Quaker Oatmeal Squares,,411g,FALSE,FALSE
246,5159068,12/9/2018 20:59,$48.75,$0,1,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
247,6365439,10/9/2018 17:57,$40.71,$0,1,$3.30,Celery,,750g,FALSE,FALSE
248,6365439,10/9/2018 17:57,$40.71,$0,1,$4.11,Dole Solo Papaya,,1 Count,FALSE,FALSE
249,6365439,10/9/2018 17:57,$40.71,$0,1,$2.46,Banana,,4 Count,FALSE,FALSE
250,6365439,10/9/2018 17:57,$40.71,$0,1,$6.07,Large Green Grape,Seedless,500g,FALSE,FALSE
251,6365439,10/9/2018 17:57,$40.71,$0,1,$4.25,Red Skin Potato,,1kg,FALSE,FALSE
252,6365439,10/9/2018 17:57,$40.71,$0,1,$3.10,Kee Song Minced Chicken,,300 g (Halal),FALSE,FALSE
253,6365439,10/9/2018 17:57,$40.71,$0,1,$1.45,Marigold Low Fat Cup Yoghurt,Natural,140g (Pack of 2),FALSE,FALSE
254,6365439,10/9/2018 17:57,$40.71,$0,2,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
255,6365439,10/9/2018 17:57,$40.71,$0,1,$1.45,Japanese Cucumber,,250g,FALSE,FALSE
256,6365439,10/9/2018 17:57,$40.71,$0,1,$3.20,Chew's Cage Free Fresh Brown Eggs,,,FALSE,FALSE
257,6365439,10/9/2018 17:57,$40.71,$0,2,$1.30,Sweet Corn,,2 Count,FALSE,FALSE
258,6365439,10/9/2018 17:57,$40.71,$0,1,$2.20,Green Capsicum Bell Pepper,,2 Count,FALSE,FALSE
259,3891040,5/9/2018 21:20,$42.50,$0,1,$2.60,Gala Apple,,4 Count,FALSE,FALSE
260,3891040,5/9/2018 21:20,$42.50,$0,2,$3.06,Farmhouse Fresh Milk,,1 L,FALSE,FALSE
261,3891040,5/9/2018 21:20,$42.50,$0,1,$4.99,123 ORGANIC Carrot,,480g,FALSE,FALSE
262,3891040,5/9/2018 21:20,$42.50,$0,1,$1.95,Asian Story Lychee Drink,,250ML (Pack of 6),FALSE,FALSE
263,3891040,5/9/2018 21:20,$42.50,$0,1,$6.07,Large Green Grape,Seedless,500g,FALSE,FALSE
264,3891040,5/9/2018 21:20,$42.50,$0,1,$3.25,Chew's Omega 3 Fresh White Eggs,,,FALSE,FALSE
265,3891040,5/9/2018 21:20,$42.50,$0,1,$3.38,Kee Song Chicken Fillet,,300 g (Halal),FALSE,FALSE
266,3891040,5/9/2018 21:20,$42.50,$0,1,$6.93,Avocado,,3 Count,FALSE,FALSE
267,3891040,5/9/2018 21:20,$42.50,$0,1,$3.45,Red Apple,,4 Count,FALSE,FALSE
268,3891040,5/9/2018 21:20,$42.50,$0,1,$3.76,Dragonfruit,,2 Count,FALSE,FALSE
269,3257447,31/8/2018 22:00,$55.56,$0,1,$1.73,Lemon,,3 Count,FALSE,FALSE
270,3257447,31/8/2018 22:00,$55.56,$0,1,$2.20,Green Capsicum Bell Pepper,,2 Count,FALSE,FALSE
271,3257447,31/8/2018 22:00,$55.56,$0,1,$3.99,123 ORGANIC Sweet Corn,,2-count,FALSE,FALSE
272,3257447,31/8/2018 22:00,$55.56,$0,1,$4.99,123 ORGANIC Carrot,,480g,FALSE,FALSE
273,3257447,31/8/2018 22:00,$55.56,$0,1,$3.30,Pigeon Baby Wipes (Water Base),,30ct (Pack of 2),FALSE,FALSE
274,3257447,31/8/2018 22:00,$55.56,$0,1,$3.45,Red Apple,,4 Count,FALSE,FALSE
275,3257447,31/8/2018 22:00,$55.56,$0,2,$17.95,Pampers Premium Care Pants (Packaging may vary),Large,"34 ct,Suitable for 9-14 kg",FALSE,FALSE
276,7695015,29/8/2018 10:57,$194.05,$0,1,$4.11,Dole Solo Papaya,,1 Count,FALSE,FALSE
277,7695015,29/8/2018 10:57,$194.05,$0,2,$3.50,"Blueberry,125g",,,FALSE,FALSE
278,7695015,29/8/2018 10:57,$194.05,$0,1,$5.65,Nestle CHEERIOS Multi-Grain Cereal,,300g,FALSE,FALSE
279,7695015,29/8/2018 10:57,$194.05,$0,1,$3.60,L'Artisan 4 Butter Croissant Fresh,,170g,FALSE,FALSE
280,7695015,29/8/2018 10:57,$194.05,$0,1,$8.40,Mizkan Sesame Sauce Calorie Half,,250ml,FALSE,FALSE
281,7695015,29/8/2018 10:57,$194.05,$0,1,$4.40,Borges Sliced Green Olives,,300g,FALSE,FALSE
282,7695015,29/8/2018 10:57,$194.05,$0,1,$7.20,Kewpie Mayonnaise,,500g,FALSE,FALSE
283,7695015,29/8/2018 10:57,$194.05,$0,1,$4.70,Borges Pitted Black Olives,,285g,FALSE,FALSE
284,7695015,29/8/2018 10:57,$194.05,$0,1,$1.95,San Remo Macaroni No.38,,500g,FALSE,FALSE
285,7695015,29/8/2018 10:57,$194.05,$0,1,$1.95,San Remo Rigati Penne No.18,,500g,FALSE,FALSE
286,7695015,29/8/2018 10:57,$194.05,$0,1,$1.42,Ayam Brand Sardines in Tomato Sauce,,155 g,FALSE,FALSE
287,7695015,29/8/2018 10:57,$194.05,$0,1,$1.55,S&W Whole Kernel Corn,,432g,FALSE,FALSE
288,7695015,29/8/2018 10:57,$194.05,$0,1,$2.80,Cocolife Coconut Water,,1L - Delivered Chilled,FALSE,FALSE
289,7695015,29/8/2018 10:57,$194.05,$0,1,$2.73,CARSON DELLOSA NUMBER LINE CLASSROOM 4 X 36 -20 TO 4 Inch x 32 Feet,,,FALSE,FALSE
290,7695015,29/8/2018 10:57,$194.05,$0,1,$20.90,Method 4X Concentrated Laundry Detergent Pack,"Free + Clear, 1.58L and Ginger Mango Detergent",240ml,FALSE,FALSE
291,7695015,29/8/2018 10:57,$194.05,$0,1,$4.00,PurSoft Chocolate Rain Outdoor Soft Pack,,3 Ply - 130 Sheets x 4 Packs,FALSE,FALSE
292,7695015,29/8/2018 10:57,$194.05,$0,1,$5.85,PurSoft Chocolate Rain Bathroom Rolls,,3 Ply - 220 Sheets x 10 Rolls,FALSE,FALSE
293,7695015,29/8/2018 10:57,$194.05,$0,1,$15.95,Gillette Venus Swirl Razor,,1ct,FALSE,FALSE
294,7695015,29/8/2018 10:57,$194.05,$0,1,$8.25,BIOLOGIKA Roll-On Deodorant,Live It Up,70ml,FALSE,FALSE
295,7695015,29/8/2018 10:57,$194.05,$0,1,$3.10,Cowhead Organic Rolled Oats Baby,,500g,FALSE,FALSE
296,7695015,29/8/2018 10:57,$194.05,$0,1,$5.94,Quaker Oatmeal Squares,,411g,FALSE,FALSE
297,7695015,29/8/2018 10:57,$194.05,$0,1,$5.10,Quaker Instant Oatmeal,,900g,FALSE,FALSE
298,7695015,29/8/2018 10:57,$194.05,$0,1,$10.50,Camel Natural Pistachios Nuts,,400g,FALSE,FALSE
299,7695015,29/8/2018 10:57,$194.05,$0,2,$2.00,DODO Crab Flavoured Stick,,16 Piece,FALSE,TRUE
300,7695015,29/8/2018 10:57,$194.05,$0,1,$5.50,Farmers Union Greek Yoghurt 0.5% Fat,,500g,FALSE,FALSE
301,7695015,29/8/2018 10:57,$194.05,$0,2,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
302,7695015,29/8/2018 10:57,$194.05,$0,1,$6.15,South Cape Greek Style Fetta Cheese,,200g,FALSE,FALSE
303,7695015,29/8/2018 10:57,$194.05,$0,1,$5.45,"Tradition Shredded Mozzarella and Red Cheddar,250g",,,FALSE,FALSE
304,7695015,29/8/2018 10:57,$194.05,$0,1,$5.25,Philadelphia Soft Cream Cheese,,250 g,FALSE,FALSE
305,7695015,29/8/2018 10:57,$194.05,$0,1,$2.31,Red Onion Shallot,,500g,FALSE,FALSE
306,7695015,29/8/2018 10:57,$194.05,$0,1,$3.40,White Button Mushroom,,200g,FALSE,FALSE
307,7695015,29/8/2018 10:57,$194.05,$0,1,$3.45,Red Apple,,4 Count,FALSE,FALSE
308,7695015,29/8/2018 10:57,$194.05,$0,1,$1.95,Asian Story Lychee Drink,,250ML (Pack of 6),FALSE,FALSE
309,7695015,29/8/2018 10:57,$194.05,$0,1,$6.95,NYC Bagel Factory Plain Bagel,,95g (Pack of 5),FALSE,TRUE
310,7695015,29/8/2018 10:57,$194.05,$0,1,$6.07,Large Green Grape,Seedless,500g,FALSE,FALSE
311,9750236,21/7/2018 21:38,$108.33,$0,1,$2.75,Julie's Oat 25 Strawberry Biscuits,,200g,FALSE,FALSE
312,9750236,21/7/2018 21:38,$108.33,$0,1,$3.90,Sun-Maid Raisins,14g,Pack of 12,FALSE,FALSE
313,9750236,21/7/2018 21:38,$108.33,$0,1,$3.10,Cowhead Organic Rolled Oats Baby,,500g,FALSE,FALSE
314,9750236,21/7/2018 21:38,$108.33,$0,1,$6.10,Quaker Oatmeal Squares,,411g,FALSE,FALSE
315,9750236,21/7/2018 21:38,$108.33,$0,1,$5.65,Nestle CHEERIOS Multi-Grain Cereal,,300g,FALSE,FALSE
316,9750236,21/7/2018 21:38,$108.33,$0,1,$4.60,Panzani Alphabet Pasta,,500g,FALSE,FALSE
317,9750236,21/7/2018 21:38,$108.33,$0,1,$2.30,Alce Nero Organic Tricolore Alphabet Pasta,,250g,FALSE,FALSE
318,9750236,21/7/2018 21:38,$108.33,$0,1,$2.30,Alce Nero Organic Vehicles Shapes Pasta,,250g,FALSE,FALSE
319,9750236,21/7/2018 21:38,$108.33,$0,1,$2.90,Naturel Organic Pasta,Macaroni,500g,FALSE,FALSE
320,9750236,21/7/2018 21:38,$108.33,$0,1,$7.20,SongHe Thai New Crop Rice,,2kg (Vacuum Packed),FALSE,FALSE
321,9750236,21/7/2018 21:38,$108.33,$0,1,$7.35,Yoplait Yoplus Light Natural Yoghurt,,1 kg,FALSE,FALSE
322,9750236,21/7/2018 21:38,$108.33,$0,2,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
323,9750236,21/7/2018 21:38,$108.33,$0,1,$4.95,Seedless Black Grapes,,500gm,FALSE,FALSE
324,9750236,21/7/2018 21:38,$108.33,$0,1,$2.35,Local Potato,,1kg,FALSE,FALSE
325,9750236,21/7/2018 21:38,$108.33,$0,1,$1.50,Large Onion,,500g,FALSE,FALSE
326,9750236,21/7/2018 21:38,$108.33,$0,1,$2.46,Banana,,4 Count,FALSE,FALSE
327,9750236,21/7/2018 21:38,$108.33,$0,1,$3.60,L'Artisan 4 Butter Croissant Fresh,,170g,FALSE,FALSE
328,9750236,21/7/2018 21:38,$108.33,$0,1,$15.90,Colgate Dare to Love Limited Edition Heart Toothpaste Value pack,,130g (Pack of 2),FALSE,FALSE
329,9750236,21/7/2018 21:38,$108.33,$0,1,$4.15,Kotex Soft and Smooth Ultrathin Wing Feminine Care Pads,28cm,16ct,FALSE,FALSE
330,9750236,21/7/2018 21:38,$108.33,$0,1,$4.00,PurSoft Chocolate Rain Outdoor Soft Pack,,3 Ply - 130 Sheets x 4 Packs,FALSE,FALSE
331,9750236,21/7/2018 21:38,$108.33,$0,1,$8.00,Method Dish Soap Pack,"Clementine, 532ml and Lime and Sea Salt",237ml,FALSE,FALSE
332,9750236,21/7/2018 21:38,$108.33,$0,1,$3.75,Swissbake Fresh Wholemeal Toast,,350g,FALSE,FALSE
333,9750236,21/7/2018 21:38,$108.33,$0,1,$3.00,Kee Song Chicken Thigh,,300 g (Halal),FALSE,FALSE
334,167852,18/7/2018 14:49,$72.80,$0,1,$12.00,San Benedetto Sparkling Pet Water,,1.5L (Pack of 6),FALSE,FALSE
335,167852,18/7/2018 14:49,$72.80,$0,2,$17.90,Pampers Premium Care Pants (Packaging may vary),Large,34 ct,FALSE,FALSE
336,167852,18/7/2018 14:49,$72.80,$0,1,$15.00,Play-Doh Shape and Learn Letters and Language,,,FALSE,FALSE
337,167852,18/7/2018 14:49,$72.80,$0,1,$10.00,Play-Doh Shape and Learn Textures and Tools,,,FALSE,FALSE
338,3420602,15/6/2018 19:41,$144.35,-$10,1,$6.93,Black Grape,Seedless,500g,FALSE,FALSE
339,3420602,15/6/2018 19:41,$144.35,-$10,1,$2.65,Granny Smith Apple,,4 Count,FALSE,FALSE
340,3420602,15/6/2018 19:41,$144.35,-$10,1,$2.80,Marigold 0% Fat Yoghurt Drink,Strawberry,700g,FALSE,FALSE
341,3420602,15/6/2018 19:41,$144.35,-$10,2,$18.45,Pampers Premium Care Pants (Packaging may vary),Large,34 ct,FALSE,FALSE
342,3420602,15/6/2018 19:41,$144.35,-$10,1,$11.70,Tiger White Wheat Beer,,330ml (Pack of 4),FALSE,FALSE
343,3420602,15/6/2018 19:41,$144.35,-$10,1,$6.60,Quaker Oatmeal Squares,,411g,FALSE,FALSE
344,3420602,15/6/2018 19:41,$144.35,-$10,1,$5.25,Post Selects Morning Cereal,Blueberry,382g,FALSE,FALSE
345,3420602,15/6/2018 19:41,$144.35,-$10,1,$3.85,Huntley & Palmer Sesameal Classic 5grains Cracker,,200g,FALSE,FALSE
346,3420602,15/6/2018 19:41,$144.35,-$10,2,$2.95,Pura Fresh Milk,,1L,FALSE,FALSE
347,3420602,15/6/2018 19:41,$144.35,-$10,1,$3.80,123 ORGANIC Tomato,,300g (Malaysia),FALSE,FALSE
348,3420602,15/6/2018 19:41,$144.35,-$10,1,$1.45,Japanese Cucumber,,250g,FALSE,FALSE
349,3420602,15/6/2018 19:41,$144.35,-$10,1,$3.30,Celery,,750g,FALSE,FALSE
350,3420602,15/6/2018 19:41,$144.35,-$10,1,$6.95,NYC Bagel Factory Plain Bagel,,95g (Pack of 5),FALSE,TRUE
351,3420602,15/6/2018 19:41,$144.35,-$10,1,$2.81,Red Fuji Apple,China,4 Count,FALSE,FALSE
352,3420602,15/6/2018 19:41,$144.35,-$10,1,$25.90,Method 4X Concentrated Laundry Detergent,Free and Clear,1.58L,FALSE,FALSE
353,3420602,15/6/2018 19:41,$144.35,-$10,1,$4.95,Nice & Natural Superfruits Blueberry and Cranberry,,30g,FALSE,FALSE
354,3420602,15/6/2018 19:41,$144.35,-$10,2,$2.10,Heinz Pear & Banana,6+ months,110g,FALSE,FALSE
355,3420602,15/6/2018 19:41,$144.35,-$10,2,$2.10,Heinz Str Apple Mango Baby food,,110g,FALSE,FALSE
356,3420602,15/6/2018 19:41,$144.35,-$10,1,$5.85,PurSoft Bathroom Tissue,"3 PLY, Chocolate Rain",220ct (Pack of 10),FALSE,FALSE
357,3420602,15/6/2018 19:41,$144.35,-$10,1,$3.30,Pigeon Baby Wipes (Water Base),,30ct (Pack of 2),FALSE,FALSE
358,3420602,15/6/2018 19:41,$144.35,-$10,2,$2.53,Dairy Farmers Yoghurt,Strawberry,150 g,FALSE,FALSE
359,9206207,4/11/2018 19:35,$94.96,$0,1,$24.95,Method 4X Concentrated Laundry Detergent Pack,"Free + Clear, 1.58L and Ginger Mango Detergent",240ml,FALSE,FALSE
360,9206207,4/11/2018 19:35,$94.96,$0,1,$3.30,Pigeon Baby Wipes (Water Base),,30ct (Pack of 2),FALSE,FALSE
361,9206207,4/11/2018 19:35,$94.96,$0,1,$2.65,Green Apple,,4 Count,FALSE,FALSE
362,9206207,4/11/2018 19:35,$94.96,$0,1,$4.60,Beautex 2 PLY Soft Pack Facial Tissue,,200ct (Pack of 4),FALSE,FALSE
363,9206207,4/11/2018 19:35,$94.96,$0,1,$7.35,Yoplait Yoplus Light Natural Yoghurt,,1kg,FALSE,FALSE
364,9206207,4/11/2018 19:35,$94.96,$0,1,$3.95,Chew's Organic Selenium Fresh Brown Eggs,,550g,FALSE,FALSE
365,9206207,4/11/2018 19:35,$94.96,$0,1,$2.35,Young Ginger,,300g,FALSE,FALSE
366,9206207,4/11/2018 19:35,$94.96,$0,1,$6.75,Avocado,,Australia (Pack of 3),FALSE,FALSE
367,9206207,4/11/2018 19:35,$94.96,$0,1,$2.80,Large Lime,,250g,FALSE,FALSE
368,9206207,4/11/2018 19:35,$94.96,$0,1,$2.60,Gala Apple,,4 Count,FALSE,FALSE
369,9206207,4/11/2018 19:35,$94.96,$0,1,$1.73,Lemon,,3 Count,FALSE,FALSE
370,9206207,4/11/2018 19:35,$94.96,$0,1,$2.60,Broccoli,,300g,FALSE,FALSE
371,9206207,4/11/2018 19:35,$94.96,$0,1,$8.90,Seawaves Cooked Prawns,,350g,FALSE,TRUE
372,9206207,4/11/2018 19:35,$94.96,$0,1,$5.78,Pumpkin Butternut,,1-1.5kg,FALSE,FALSE
373,9206207,4/11/2018 19:35,$94.96,$0,1,$5.10,Ecomil Coconut Milk Nature Calcium Drink (Sugar Free),,1L,FALSE,FALSE
374,9206207,4/11/2018 19:35,$94.96,$0,1,$1.90,Cirio Chick Peas (Ceci),,410g,FALSE,FALSE
375,9206207,4/11/2018 19:35,$94.96,$0,1,$1.90,Cirio Canellini Beans,,410g,FALSE,FALSE
376,9206207,4/11/2018 19:35,$94.96,$0,1,$5.75,PurSoft Chocolate Rain Bathroom Rolls,,3 Ply - 220 Sheets x 10 Rolls,FALSE,FALSE
377,2177467,29/10/2018 21:25,$100.26,-$10,1,$21.95,MamyPoko Air Fit Pants Girl,L,44 Count,FALSE,FALSE
378,2177467,29/10/2018 21:25,$100.26,-$10,1,$4.30,Origins Organic Sunflower Seed,,250g,FALSE,FALSE
379,2177467,29/10/2018 21:25,$100.26,-$10,1,$6.35,Foodsterr Pumpkin Seeds,,250g,FALSE,FALSE
380,2177467,29/10/2018 21:25,$100.26,-$10,1,$2.30,Gardenia Enriched 50% Wholemeal White Bread,,400G,FALSE,FALSE
381,2177467,29/10/2018 21:25,$100.26,-$10,1,$4.25,ZAC Butchery Fresh Minced Chicken,,250g (Halal),FALSE,FALSE
382,2177467,29/10/2018 21:25,$100.26,-$10,1,$2.46,Banana,,4 Count,FALSE,FALSE
383,2177467,29/10/2018 21:25,$100.26,-$10,1,$6.84,Organic Lacto Chicken Boneless Breast,,300g,FALSE,FALSE
384,2177467,29/10/2018 21:25,$100.26,-$10,2,$0.90,Ayam Brand Trim Coconut Milk,,200ml,FALSE,FALSE
385,2177467,29/10/2018 21:25,$100.26,-$10,1,$4.10,Yellow Zucchini,,700g,FALSE,FALSE
386,2177467,29/10/2018 21:25,$100.26,-$10,1,$2.30,Sweet Pea,,200g,FALSE,FALSE
387,2177467,29/10/2018 21:25,$100.26,-$10,1,$4.80,Bio-colour Sweet Corn,,(Pack of 2),FALSE,FALSE
388,2177467,29/10/2018 21:25,$100.26,-$10,1,$4.00,Premium Pear,Green,4 Count,FALSE,FALSE
389,2177467,29/10/2018 21:25,$100.26,-$10,1,$1.45,Japanese Cucumber,,250g,FALSE,FALSE
390,2177467,29/10/2018 21:25,$100.26,-$10,1,$1.73,Lemon,,3 Count,FALSE,FALSE
391,2177467,29/10/2018 21:25,$100.26,-$10,2,$2.53,Dairy Farmers Thick and Creamy,Pear & Cinnamon Yoghurt,150g,FALSE,FALSE
392,2177467,29/10/2018 21:25,$100.26,-$10,2,$2.53,Dairy Farmers Yoghurt,Strawberry,150 g,FALSE,FALSE
393,2177467,29/10/2018 21:25,$100.26,-$10,2,$3.26,Pura Fresh Milk,,1L,FALSE,FALSE
394,2177467,29/10/2018 21:25,$100.26,-$10,1,$5.95,Perfect Italiano Mozzarella Grated Cheese,,250g,FALSE,FALSE
395,2177467,29/10/2018 21:25,$100.26,-$10,1,$3.50,KUHNE Sliced Beetroot,,1 x 330g,FALSE,FALSE
396,2177467,29/10/2018 21:25,$100.26,-$10,1,$2.89,Enoki Mushroom,Japan,200g,FALSE,FALSE
397,2177467,29/10/2018 21:25,$100.26,-$10,1,$4.91,Pomelo,,1 Count,FALSE,FALSE
398,2177467,29/10/2018 21:25,$100.26,-$10,1,$4.99,123 ORGANIC Carrot,,480g,FALSE,FALSE
399,2177467,29/10/2018 21:25,$100.26,-$10,1,$0.85,Red Spinach,,220g,FALSE,FALSE
400,2177467,29/10/2018 21:25,$100.26,-$10,1,$1.90,123 ORGANIC Organic New Zealand Spinach,,250g,FALSE,FALSE
